question,class1,class2,wh,headWord,synomums1,synomums2,synomums3,AllCaps,AllLowerCase,AllDigits,AllLetters,others,Location,Person,Organization,Money,Percent,Date,Time,DURATION,MISC,NUMBER,SET,ORDINAL,db
Is January too hot for a 5 or 6 day visit in Flingers Range?,WTH,WTHTMP,other,visit,visit,none,none,true,true,true,true,flase,0,0,0,0,0,1,0,2,0,1,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths   dUL q timePeriod year
Is Edith falls hike a doable hike with kids at September around noon?,TTD,TTDSPO,other,hike,hike,tramp,none,true,true,false,false,flase,0,1,0,0,0,1,1,0,0,0,0,0,   q q givenName name abstraction firstName languageUnit name part relation   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
Is there more than one camel tour in Uluru?,TGU,TGUTOP,other,tour,tour,circuit,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,1,0,0,   wgs place place location location geographicalArea geologicalFormation location mountain naturalElevation object physicalEntity place region sanctuary site tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatArchaeologicalSitesInAustralia wikicatMountainsOfOceania wikicatMountainsOfTheNorthernTerritory wikicatReligiousPlaces wikicatSacredMountains wikicatSanctuaries wikicatWorldHeritageSitesInAustralia
"Which zoo in Sydney is the best, especially for hand feeding kangaroo and cuddle a koala bear?",TTD,TTDSIG,which,best,best,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location city populatedPlace village location administrativeDistrict area city district geographicPoint geographicalArea location municipality object physicalEntity point port region residentialDistrict site suburb tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAustralianCapitalCities wikicatCitiesInAustralia wikicatCitiesInNewSouthWales wikicatMetropolitanAreasOfAustralia wikicatPopulatedPlacesEstablishedIn wikicatPortCitiesInAustralia wikicatPortsAndHarbours wikicatSuburbsOfSydney
Which train station in Sydney are able to top up opal card by cash ?,TRS,TRSTRN,which,able,able,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location city populatedPlace village location administrativeDistrict area city district geographicPoint geographicalArea location municipality object physicalEntity point port region residentialDistrict site suburb tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAustralianCapitalCities wikicatCitiesInAustralia wikicatCitiesInNewSouthWales wikicatMetropolitanAreasOfAustralia wikicatPopulatedPlacesEstablishedIn wikicatPortCitiesInAustralia wikicatPortsAndHarbours wikicatSuburbsOfSydney
Does anybody know what the price is for a weekend ticket for Motogp at Phillip Island when you buy it at the circuit?,TTD,TTDSIG,what,anybody,none,none,none,true,true,false,false,flase,2,1,0,0,0,1,0,0,0,0,0,0,
Is there any Shark Cage Diving places in Port Douglas?,TTD,TTDSIG,other,Diving,diving,diving_event,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
What time do most restaurants close in Hobart?,FOD,FODBAK,what,restaurant,restaurant,eating_house,eating_place,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location city populatedPlace village location administrativeDistrict city district geographicPoint geographicalArea location municipality object physicalEntity point port region residentialDistrict site suburb town tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAustralianCapitalCities wikicatCitiesInAustralia wikicatCitiesInTasmania wikicatCoastalCitiesInAustralia wikicatPopulatedCoastalPlacesInAustralia wikicatPortCities wikicatPortCitiesInAustralia wikicatPortsAndHarboursOfAustralia wikicatSuburbsOfHobart wikicatTownsInTasmania
Is it safe from jelly fishes and other poisonous creatures to swim at the Hamilton Island Beach in Oct??,TGU,TGUHEA,other,be,be,none,none,true,true,false,false,flase,3,0,0,0,0,1,0,0,0,0,0,0, abbreviation abstraction form languageUnit part relation word wikicatAbbreviations
Does anyone know the opening hours and prices of the Avalon hostel?,ACM,ACMAPA,other,hostel,hostel,hostelry,inn,true,true,false,false,flase,0,0,0,0,0,0,0,1,0,0,0,0,
"Any good recommendation for places to stay in Sydney for family of 8, consist of 2 adult , 3 kids & a grandmother?",ACM,ACMOTH,other,consist,dwell,consist,lie,true,true,true,true,flase,1,0,0,0,0,0,0,0,0,3,0,0,   q q city populatedPlace settlement wgs city place place location city populatedPlace village location administrativeDistrict area city district geographicPoint geographicalArea location municipality object physicalEntity point port region residentialDistrict site suburb tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAustralianCapitalCities wikicatCitiesInAustralia wikicatCitiesInNewSouthWales wikicatMetropolitanAreasOfAustralia wikicatPopulatedPlacesEstablishedIn wikicatPortCitiesInAustralia wikicatPortsAndHarbours wikicatSuburbsOfSydney   dUL q timePeriod year   dUL q timePeriod year   dUL q timePeriod year album artifact instrumentality medium object physicalEntity whole wikicat wikicatElectronicaAlbums
Where I can find details of visa requirements for Tanzania?,TGU,TGUVIS,where,detail,detail,item,point,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAfricanCountries wikicatBantuCountriesAndTerritories wikicatCountries wikicatCountriesInAfrica wikicatEastAfricanCountries wikicatEnglish wikicatLeastDevelopedCountries wikicatMemberStatesOfTheAfricanUnion wikicatMemberStatesOfTheCommonwealthOfNations wikicatMemberStatesOfTheUnitedNations wikicatStatesAndTerritoriesEstablishedIn wikicatSwahili
What vaccinations are needed for Tanzania if any?,TGU,TGUHEA,what,need,need,demand,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAfricanCountries wikicatBantuCountriesAndTerritories wikicatCountries wikicatCountriesInAfrica wikicatEastAfricanCountries wikicatEnglish wikicatLeastDevelopedCountries wikicatMemberStatesOfTheAfricanUnion wikicatMemberStatesOfTheCommonwealthOfNations wikicatMemberStatesOfTheUnitedNations wikicatStatesAndTerritoriesEstablishedIn wikicatSwahili
"What is the best tour guide companies that facilitate climbing Mt. Kilimanjaro, you've seen?",TGU,TGUTOP,what,company,company,none,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
Is it necessary to have yellow fever vaccination for a visit to Tanzania?,TGU,TGUHEA,other,necessary,necessary,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAfricanCountries wikicatBantuCountriesAndTerritories wikicatCountries wikicatCountriesInAfrica wikicatEastAfricanCountries wikicatEnglish wikicatLeastDevelopedCountries wikicatMemberStatesOfTheAfricanUnion wikicatMemberStatesOfTheCommonwealthOfNations wikicatMemberStatesOfTheUnitedNations wikicatStatesAndTerritoriesEstablishedIn wikicatSwahili
Has anyone had any recent experience with fast jet or precision air in Tanzania?,TRS,TRSAIR,other,experience,experience,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAfricanCountries wikicatBantuCountriesAndTerritories wikicatCountries wikicatCountriesInAfrica wikicatEastAfricanCountries wikicatEnglish wikicatLeastDevelopedCountries wikicatMemberStatesOfTheAfricanUnion wikicatMemberStatesOfTheCommonwealthOfNations wikicatMemberStatesOfTheUnitedNations wikicatStatesAndTerritoriesEstablishedIn wikicatSwahili
Is the Menai marine park or the nature at Fumba a better?,TTD,TTDSIG,other,park,park,parkland,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,1,0,0,0, wgs geographicalArea location object physicalEntity region settlement village yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatVillagesInZanzibar
Which area would be best for the safari part of the holiday (safari for one week) if going to Zanzibar afterwards?,TTD,TTDSPO,which,be,be,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,2,0,0,0,0,   q q country populatedPlace wgs country place place location administrativeDistrict country district geographicalArea island land location object physicalEntity protectorate region site subdivision sultanate tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAutonomousCountrySubdivisions wikicatFormerBritishProtectorates wikicatFormerCountriesInAfrica wikicatFormerMemberStatesOfTheUnitedNations wikicatIslands wikicatIslandsOfTanzania wikicatIslandsOfTheIndianOcean wikicatIslandsOfZanzibar wikicatPopulatedCoastalPlacesInZanzibar wikicatStatesAndTerritoriesEstablishedIn wikicatSultanates
Is there any Verizon affiliated service available for emails and international calls?,TGU,TGUTEL,other,service,service,none,none,true,true,false,false,flase,0,0,1,0,0,0,0,0,0,0,0,0,
Is this a good time to visit the rock island at the high tide?,TGU,TTDSIG,other,time,time,clip,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Is there anyone out there who wants to try and form a group to get better prices to climb Kilimanjaro?,TTD,TTDSIG,who,there,there,at_that_place,in_that_location,true,true,false,false,flase,0,1,0,0,0,0,0,0,0,0,0,0,
Is staying overnight at Mikumi worth it?,TGU,TGUNEI,other,overnight,nightlong,overnight,none,true,true,false,false,flase,1,0,0,0,0,0,1,0,0,0,0,0,   q q populatedPlace settlement town wgs place place location administrativeDistrict district geographicalArea location object physicalEntity region site tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatPopulatedPlacesInTheMorogoroRegion
Is it safe to keep the money in hotel while going out for sightseeing or safari in Zanzibar? Or is it recommended to keep it with me all times.,TGU,TGUHEA,other,safe,safe,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location administrativeDistrict country district geographicalArea island land location object physicalEntity protectorate region site subdivision sultanate tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAutonomousCountrySubdivisions wikicatFormerBritishProtectorates wikicatFormerCountriesInAfrica wikicatFormerMemberStatesOfTheUnitedNations wikicatIslands wikicatIslandsOfTanzania wikicatIslandsOfTheIndianOcean wikicatIslandsOfZanzibar wikicatPopulatedCoastalPlacesInZanzibar wikicatStatesAndTerritoriesEstablishedIn wikicatSultanates
Can anyone suggest which beach to go apart from spending some time in stone town?,TTD,TTDSIG,which,suggest,propose,suggest,advise,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
I would like to know what are the possible ways of arranging a hike Mount Meru in February?,TTD,TTDSPO,what,way,manner,mode,style,true,true,false,false,flase,2,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
"Paje or Nungwi, which is safe good for swimming?",TTD,TTDSPO,which,paje,none,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,3,0,0,0,
"Would really appreciate some guidance on tipping in Zanzibar specially on the right amount for waiters ,bar staff ,room service etc",TGU,TGUATT,other,guidance,guidance,counsel,counseling,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location administrativeDistrict country district geographicalArea island land location object physicalEntity protectorate region site subdivision sultanate tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAutonomousCountrySubdivisions wikicatFormerBritishProtectorates wikicatFormerCountriesInAfrica wikicatFormerMemberStatesOfTheUnitedNations wikicatIslands wikicatIslandsOfTanzania wikicatIslandsOfTheIndianOcean wikicatIslandsOfZanzibar wikicatPopulatedCoastalPlacesInZanzibar wikicatStatesAndTerritoriesEstablishedIn wikicatSultanates
"Could somebody give me an indication of the ""street"" taxi prices in Zanzibar?",TRS,TRSTAX,other,somebody,person,individual,someone,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location administrativeDistrict country district geographicalArea island land location object physicalEntity protectorate region site subdivision sultanate tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAutonomousCountrySubdivisions wikicatFormerBritishProtectorates wikicatFormerCountriesInAfrica wikicatFormerMemberStatesOfTheUnitedNations wikicatIslands wikicatIslandsOfTanzania wikicatIslandsOfTheIndianOcean wikicatIslandsOfZanzibar wikicatPopulatedCoastalPlacesInZanzibar wikicatStatesAndTerritoriesEstablishedIn wikicatSultanates
Is banning the plastic bags in Zanzibar still going on?,TGU,TGURUL,other,bags,none,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location administrativeDistrict country district geographicalArea island land location object physicalEntity protectorate region site subdivision sultanate tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAutonomousCountrySubdivisions wikicatFormerBritishProtectorates wikicatFormerCountriesInAfrica wikicatFormerMemberStatesOfTheUnitedNations wikicatIslands wikicatIslandsOfTanzania wikicatIslandsOfTheIndianOcean wikicatIslandsOfZanzibar wikicatPopulatedCoastalPlacesInZanzibar wikicatStatesAndTerritoriesEstablishedIn wikicatSultanates
